time,conc,BC637,Abs637,scat450,scat525,scat635,Angstrom,SSA637,total_conc_smps,total_volume,mean_diameter
2017-07-13 07:30:00, NaN, 0.828, 5.462, 120.991, 99.137, 97.538, 0.605, 0.946, NaN, NaN, NaN
2017-07-13 08:00:00, NaN, 0.958, 6.325, 120.057, 98.355, 96.802, 0.604, 0.937, NaN, NaN, NaN
2017-07-13 08:30:00, NaN, 0.992, 6.544, 119.568, 98.108, 97.016, 0.586, 0.935, NaN, NaN, NaN
2017-07-13 09:00:00, NaN, 1.213, 8.007, 121.620, 100.648, 100.945, 0.521, 0.925, NaN, NaN, NaN
2017-07-13 09:30:00, NaN, 1.442, 9.519, 129.182, 107.681, 110.574, 0.430, 0.919, NaN, NaN, NaN
2017-07-13 10:00:00, NaN, 1.639, 10.816, 135.497, 114.607, 119.002, 0.354, 0.915, NaN, NaN, NaN
2017-07-13 10:30:00, NaN, 1.014, 6.692, 120.915, 101.003, 102.304, 0.466, 0.938, NaN, NaN, NaN
2017-07-13 11:00:00, NaN, 0.818, 5.402, 101.958, 85.309, 84.216, 0.540, 0.940, NaN, NaN, NaN
2017-07-13 11:30:00, NaN, 0.701, 4.623, 90.844, 72.452, 73.783, 0.578, 0.939, NaN, NaN, NaN
2017-07-13 12:00:00, NaN, 0.710, 4.688, 82.845, 68.062, 66.296, 0.633, 0.932, NaN, NaN, NaN
2017-07-13 12:30:00, NaN, 0.553, 3.650, 73.386, 58.464, 56.892, 0.714, 0.939, NaN, NaN, NaN
2017-07-13 13:00:00, NaN, 0.480, 3.168, 65.117, 54.414, 52.589, 0.603, 0.942, NaN, NaN, NaN
2017-07-13 13:30:00, NaN, 0.408, 2.695, 56.073, 44.005, 40.399, 0.932, 0.937, NaN, NaN, NaN
2017-07-13 14:00:00, NaN, 0.361, 2.383, 54.685, 43.642, 39.827, 0.904, 0.944, NaN, NaN, NaN
2017-07-13 14:30:00, NaN, 0.277, 1.830, 54.321, 43.063, 38.992, 0.946, 0.955, NaN, NaN, NaN
2017-07-13 15:00:00, NaN, 0.270, 1.782, 54.991, 43.491, 39.195, 0.966, 0.956, NaN, NaN, NaN
2017-07-13 15:30:00, NaN, 0.224, 1.479, 55.518, 43.793, 39.383, 0.980, 0.963, NaN, NaN, NaN
2017-07-13 16:00:00, NaN, 0.243, 1.605, 52.605, 41.174, 38.715, 0.867, 0.960, NaN, NaN, NaN
2017-07-13 16:30:00, NaN, 0.246, 1.624, 51.908, 40.808, 37.677, 0.911, 0.948, NaN, NaN, NaN
2017-07-13 17:00:00, NaN, 0.274, 1.805, 52.426, 41.125, 37.236, 0.975, 0.953, NaN, NaN, NaN
2017-07-13 17:30:00, NaN, 0.288, 1.899, 51.469, 40.258, 35.745, 1.043, 0.929, NaN, NaN, NaN
2017-07-13 18:00:00, NaN, 0.481, 3.177, 50.901, 39.537, 34.681, 1.098, 0.915, NaN, NaN, NaN
2017-07-13 18:30:00, NaN, 0.460, 3.039, 50.005, 38.533, 33.832, 1.117, 0.917, NaN, NaN, NaN
2017-07-13 19:00:00, NaN, 0.515, 3.399, 51.694, 39.772, 34.856, 1.129, 0.910, NaN, NaN, NaN
2017-07-13 19:30:00, NaN, 0.767, 5.061, 55.222, 42.720, 38.074, 1.062, 0.880, NaN, NaN, NaN
2017-07-13 20:00:00, NaN, 0.970, 6.399, 50.102, 39.135, 36.308, 0.911, 0.848, NaN, NaN, NaN
2017-07-13 20:30:00, NaN, 0.894, 5.898, 51.425, 39.818, 34.415, 1.149, 0.854, NaN, NaN, NaN
2017-07-13 21:00:00, NaN, 1.651, 10.893, 85.443, 67.815, 63.738, 0.847, 0.848, NaN, NaN, NaN
2017-07-13 21:30:00, NaN, 3.105, 20.494, 95.793, 78.028, 76.038, 0.661, 0.778, NaN, NaN, NaN
2017-07-13 22:00:00, NaN, 2.150, 14.187, 88.370, 71.782, 69.261, 0.691, 0.825, NaN, NaN, NaN
2017-07-13 22:30:00, NaN, 1.404, 9.267, 93.053, 75.623, 74.509, 0.624, 0.886, NaN, NaN, NaN
2017-07-13 23:00:00, NaN, 1.298, 8.565, 101.052, 81.548, 75.914, 0.813, 0.896, NaN, NaN, NaN
2017-07-13 23:30:00, NaN, 1.295, 8.548, 105.138, 85.192, 85.443, 0.579, 0.906, NaN, NaN, NaN
2017-07-14 00:00:00, NaN, 1.015, 6.699, 99.008, 79.624, 77.634, 0.688, 0.913, NaN, NaN, NaN
2017-07-14 00:30:00, NaN, 1.201, 7.928, 101.991, 81.792, 79.611, 0.697, 0.907, NaN, NaN, NaN
2017-07-14 01:00:00, NaN, 1.172, 7.736, 102.717, 82.648, 80.394, 0.690, 0.910, NaN, NaN, NaN
2017-07-14 01:30:00, NaN, 1.252, 8.260, 102.512, 82.526, 80.123, 0.694, 0.904, NaN, NaN, NaN
2017-07-14 02:00:00, NaN, 1.342, 8.856, 107.096, 86.732, 83.455, 0.704, 0.902, NaN, NaN, NaN
2017-07-14 02:30:00, NaN, 1.355, 8.944, 114.567, 92.747, 89.591, 0.693, 0.907, NaN, NaN, NaN
2017-07-14 03:00:00, NaN, 1.434, 9.468, 121.593, 98.675, 96.659, 0.645, 0.908, NaN, NaN, NaN
2017-07-14 03:30:00, NaN, 1.570, 10.361, 123.657, 99.762, 97.625, 0.664, 0.902, NaN, NaN, NaN
2017-07-14 04:00:00, NaN, 1.686, 11.125, 133.773, 108.065, 104.760, 0.691, 0.901, NaN, NaN, NaN
2017-07-14 04:30:00, NaN, 1.501, 9.909, 129.061, 104.543, 103.612, 0.619, 0.910, NaN, NaN, NaN
2017-07-14 05:00:00, NaN, 1.236, 8.156, 112.736, 90.576, 88.930, 0.666, 0.914, NaN, NaN, NaN
2017-07-14 05:30:00, NaN, 1.019, 6.726, 97.930, 79.219, 77.430, 0.663, 0.918, NaN, NaN, NaN
2017-07-14 06:00:00, NaN, 0.900, 5.941, 85.397, 69.054, 68.354, 0.623, 0.919, NaN, NaN, NaN
2017-07-14 06:30:00, NaN, 0.955, 6.302, 86.239, 69.888, 67.722, 0.680, 0.915, NaN, NaN, NaN
2017-07-14 07:00:00, NaN, 0.959, 6.329, 73.302, 58.327, 55.457, 0.789, 0.898, NaN, NaN, NaN
2017-07-14 07:30:00, NaN, 0.714, 4.709, 61.140, 49.140, 46.425, 0.801, 0.911, NaN, NaN, NaN
2017-07-14 08:00:00, NaN, 0.259, 1.708, 47.351, 38.614, 35.876, 0.775, 0.887, NaN, NaN, NaN
2017-07-14 08:30:00, NaN, 0.362, 2.388, 37.345, 28.110, 22.486, 1.464, 0.844, NaN, NaN, NaN
2017-07-14 09:00:00, NaN, 0.625, 4.123, 34.810, 26.380, 21.359, 1.407, 0.775, NaN, NaN, NaN
2017-07-14 09:30:00, NaN, 1.053, 6.948, 76.448, 60.597, 55.757, 0.899, 0.867, NaN, NaN, NaN
2017-07-14 10:00:00, NaN, 1.642, 10.840, 80.737, 64.443, 59.809, 0.852, 0.851, NaN, NaN, NaN
2017-07-14 10:30:00, NaN, 1.781, 11.752, 87.528, 70.092, 66.127, 0.795, 0.845, NaN, NaN, NaN
2017-07-14 11:00:00, NaN, 1.815, 11.976, 76.592, 61.891, 59.982, 0.682, 0.829, NaN, NaN, NaN
2017-07-14 11:30:00, NaN, 1.212, 7.998, 62.335, 49.933, 43.807, 1.014, 0.842, NaN, NaN, NaN
2017-07-14 12:00:00, NaN, 1.272, 8.396, 56.801, 44.588, 41.196, 0.913, 0.826, NaN, NaN, NaN
2017-07-14 12:30:00, NaN, 0.836, 5.516, 43.929, 35.090, 32.584, 0.862, 0.852, NaN, NaN, NaN
2017-07-14 13:00:00, NaN, 0.582, 3.843, 33.216, 25.946, 26.284, 0.646, 0.870, NaN, NaN, NaN
2017-07-14 13:30:00, NaN, 0.727, 4.798, 34.098, 27.198, 25.490, 0.825, 0.838, NaN, NaN, NaN
2017-07-14 14:00:00, NaN, 0.538, 3.553, NaN, NaN, NaN, 0.910, 0.876, NaN, NaN, NaN
2017-07-14 14:30:00, NaN, 0.144, 0.948, NaN, NaN, NaN, 0.957, 0.936, 14557.794, 2.798, 19.805
2017-07-14 15:00:00, NaN, 0.123, 0.810, NaN, NaN, NaN, 1.496, 0.926, 9993.110, 3.043, 25.238
2017-07-14 15:30:00, NaN, 0.301, 1.987, NaN, NaN, NaN, 1.064, 0.949, NaN, NaN, NaN
2017-07-14 16:00:00, NaN, 0.857, 5.659, NaN, NaN, NaN, 0.535, 0.977, 17563.174, 22.582, 60.000
2017-07-14 16:30:00, NaN, 0.302, 1.995, NaN, NaN, NaN, 0.833, 0.971, 9266.915, 6.400, 36.245
2017-07-14 17:00:00, NaN, 0.320, 2.110, NaN, NaN, NaN, 0.719, 0.938, 11017.437, 4.887, 32.968
2017-07-14 17:30:00, NaN, 0.199, 1.310, NaN, NaN, NaN, 0.894, 0.947, 10370.502, 3.893, 31.295
2017-07-14 18:00:00, NaN, 0.267, 1.761, NaN, NaN, NaN, 1.159, 0.915, 7428.359, 3.140, 30.672
2017-07-14 18:30:00, NaN, 0.296, 1.950, NaN, NaN, NaN, 1.324, 0.888, 7558.402, 3.776, 32.917
2017-07-14 19:00:00, NaN, 0.361, 2.385, 23.006, 18.720, 14.242, 1.383, 0.858, 7726.958, 3.537, 32.973
2017-07-14 19:30:00, NaN, 0.415, 2.742, 22.451, 17.966, 13.593, 1.458, 0.833, 7309.081, 3.235, 33.740
2017-07-14 20:00:00, NaN, 0.462, 3.052, 21.857, 17.316, 12.914, 1.529, 0.810, 6890.226, 3.232, 34.578
2017-07-14 20:30:00, NaN, 0.561, 3.705, 24.007, 18.720, 13.991, 1.572, 0.796, 7909.093, 4.173, 37.145
2017-07-14 21:00:00, NaN, 0.474, 3.127, 29.787, 23.445, 19.158, 1.273, 0.866, 8416.014, 4.302, 38.718
2017-07-14 21:30:00, NaN, 1.053, 6.951, 41.438, 33.048, 29.723, 1.031, 0.815, NaN, NaN, NaN
2017-07-14 22:00:00, NaN, 1.806, 11.916, 91.717, 74.187, 68.945, 0.809, 0.854, 14481.585, 12.063, 59.774
2017-07-14 22:30:00, NaN, 1.538, 10.149, 76.888, 61.930, 59.170, 0.735, 0.852, 12910.140, 9.548, 53.578
2017-07-14 23:00:00, NaN, 0.831, 5.488, 46.708, 37.848, 35.817, 0.751, 0.865, 9820.120, 7.718, 52.173
2017-07-14 23:30:00, NaN, 1.418, 9.361, 59.090, 47.337, 45.039, 0.769, 0.826, 12655.190, 8.403, 48.453
2017-07-15 00:00:00, NaN, 1.026, 6.769, 67.419, 53.986, 51.314, 0.772, 0.882, 13886.704, 10.416, 52.970
2017-07-15 00:30:00, NaN, 1.669, 11.013, 98.902, 80.681, 80.723, 0.569, 0.877, 15816.173, 12.823, 57.877
2017-07-15 01:00:00, NaN, 1.920, 12.675, 115.111, 92.138, 88.919, 0.727, 0.872, 17095.177, 16.389, 68.052
2017-07-15 01:30:00, NaN, 1.713, 11.306, 127.101, 102.096, 100.027, 0.673, 0.896, 15360.094, 16.127, 72.070
2017-07-15 02:00:00, NaN, 1.317, 8.695, 101.596, 80.682, 83.441, 0.545, 0.907, 12170.540, 12.009, 64.083
2017-07-15 02:30:00, NaN, 1.283, 8.464, 91.399, 73.883, 68.874, 0.803, 0.894, 13663.009, 12.817, 65.380
2017-07-15 03:00:00, NaN, 2.729, 18.010, 112.479, 90.111, 86.589, 0.739, 0.821, 15258.720, 13.700, 63.230
2017-07-15 03:30:00, NaN, 1.421, 9.376, 78.758, 63.111, 62.177, 0.676, 0.870, 7496.967, 7.531, 59.802
2017-07-15 04:00:00, NaN, 0.659, 4.348, 52.230, 42.279, 37.974, 0.912, 0.896, 6326.633, 5.897, 54.340
2017-07-15 04:30:00, NaN, 0.569, 3.754, 46.185, 37.312, 33.151, 0.950, 0.899, 5576.149, 4.827, 50.812
2017-07-15 05:00:00, NaN, 0.501, 3.309, 41.145, 33.320, 29.022, 1.003, 0.899, 5317.206, 4.222, 47.632
2017-07-15 05:30:00, NaN, 0.410, 2.708, 33.138, 25.790, 26.481, 0.598, 0.909, 5074.250, 3.894, 47.310
2017-07-15 06:00:00, NaN, 0.355, 2.345, 27.516, 22.501, 23.803, 0.395, 0.910, 5133.882, 4.077, 48.575
2017-07-15 06:30:00, NaN, 0.314, 2.070, 26.144, 21.409, 21.024, 0.614, 0.914, 4867.544, 3.837, 47.873
2017-07-15 07:00:00, NaN, 0.344, 2.269, 25.333, 20.524, 19.255, 0.781, 0.898, 4785.706, 4.110, 50.363
2017-07-15 07:30:00, NaN, 0.305, 2.014, 25.051, 20.007, 17.660, 1.002, 0.904, 4685.115, 4.078, 50.228
2017-07-15 08:00:00, NaN, 0.351, 2.320, 25.156, 19.857, 16.742, 1.172, 0.886, 4594.946, 4.166, 50.757
2017-07-15 08:30:00, NaN, 0.406, 2.682, 25.119, 19.622, 15.905, 1.319, 0.866, 4419.472, 4.240, 51.052
2017-07-15 09:00:00, NaN, 0.363, 2.397, 24.844, 19.195, 15.067, 1.445, 0.849, 4032.063, 4.140, 50.890
2017-07-15 09:30:00, NaN, 0.518, 3.417, 24.138, 18.110, 14.545, 1.459, 0.816, 4438.159, 4.564, 49.297
2017-07-15 10:00:00, NaN, 0.587, 3.871, 25.153, 19.982, 16.461, 1.246, 0.815, 4631.989, 4.111, 44.953
2017-07-15 10:30:00, NaN, 0.398, 2.626, 23.002, 18.669, 16.210, 1.009, 0.866, 5034.302, 4.205, 45.457
2017-07-15 11:00:00, NaN, 0.612, 4.041, 25.287, 19.515, 16.205, 1.279, 0.792, 7759.576, 4.467, 44.385
2017-07-15 11:30:00, NaN, 0.430, 2.836, 21.620, 17.055, 13.854, 1.311, 0.843, 5192.836, 3.614, 43.517
2017-07-15 12:00:00, NaN, 0.180, 1.189, 18.691, 14.802, 10.032, 1.816, 0.839, 4058.677, 3.180, 44.330
2017-07-15 12:30:00, NaN, 0.158, 1.042, 18.404, 14.504, 9.864, 1.821, 0.907, 3525.393, 3.086, 45.403
2017-07-15 13:00:00, NaN, 0.160, 1.057, 17.938, 13.905, 8.812, 2.078, 0.900, 3818.155, 2.962, 42.397
2017-07-15 13:30:00, NaN, 0.151, 0.995, 17.409, 13.377, 8.338, 2.151, 0.900, 4574.683, 2.862, 35.963
2017-07-15 14:00:00, NaN, 0.103, 0.682, 17.288, 13.244, 8.410, 2.104, 0.908, 6527.751, 3.004, 28.707
2017-07-15 14:30:00, NaN, 0.075, 0.492, 17.207, 13.190, 8.510, 2.054, 0.948, 10554.486, 2.856, 25.975
2017-07-15 15:00:00, NaN, 0.164, 1.086, 19.021, 14.098, 9.100, 2.146, 0.898, 18610.622, 3.473, 26.620
2017-07-15 15:30:00, NaN, 0.151, 0.997, 20.190, 15.228, 10.204, 1.986, 0.913, 24405.718, 3.494, 28.263
2017-07-15 16:00:00, NaN, 0.120, 0.792, 18.307, 14.192, 9.464, 1.923, 0.926, 32015.246, 4.247, 28.983
2017-07-15 16:30:00, NaN, 0.186, 1.229, 17.627, 13.319, 8.645, 2.076, 0.853, 30541.663, 5.572, 31.305
2017-07-15 17:00:00, NaN, 0.352, 2.322, 39.628, 30.283, 25.150, 1.353, 0.911, 30911.937, 8.200, 34.377
2017-07-15 17:30:00, NaN, 0.386, 2.548, 32.398, 25.329, 19.978, 1.407, 0.885, 29159.197, 6.169, 30.612
2017-07-15 18:00:00, NaN, 0.268, 1.769, 21.785, 16.526, 12.658, 1.578, 0.878, 22477.600, 5.745, 29.907
2017-07-15 18:30:00, NaN, 0.330, 2.177, 25.000, 18.833, 13.282, 1.835, 0.859, 17128.388, 5.805, 31.165
2017-07-15 19:00:00, NaN, 0.336, 2.216, 23.156, 17.826, 12.772, 1.729, 0.852, 11927.525, 5.344, 32.110
2017-07-15 19:30:00, NaN, 0.318, 2.100, 22.469, 17.223, 12.529, 1.697, 0.856, 10442.395, 5.277, 33.785
2017-07-15 20:00:00, NaN, 0.364, 2.403, 23.204, 17.753, 14.256, 1.406, 0.858, 10540.671, 5.912, 36.955
2017-07-15 20:30:00, NaN, 0.490, 3.232, 59.672, 44.490, 36.149, 1.538, 0.903, 8946.427, 12.763, 60.712
2017-07-15 21:00:00, NaN, 0.822, 5.423, 130.865, 98.157, 86.546, 1.182, 0.939, 11932.229, 20.854, 71.315
2017-07-15 21:30:00, NaN, 1.431, 9.447, 104.507, 80.827, 73.722, 1.000, 0.889, 21950.503, 21.004, 61.453
2017-07-15 22:00:00, NaN, 1.482, 9.783, 82.851, 65.475, 60.083, 0.911, 0.858, 14455.995, 12.874, 59.775
2017-07-15 22:30:00, NaN, 0.826, 5.448, 43.988, 35.348, 32.529, 0.860, 0.859, 9490.804, 9.001, 58.897
2017-07-15 23:00:00, NaN, 0.789, 5.210, 43.616, 34.819, 31.737, 0.907, 0.863, 11370.345, 10.155, 57.942
2017-07-15 23:30:00, NaN, 1.318, 8.701, 49.667, 39.080, 34.980, 0.999, 0.799, 18737.544, 12.634, 53.805
2017-07-16 00:00:00, NaN, 0.688, 4.539, 41.774, 32.685, 28.042, 1.167, 0.853, 19908.120, 11.126, 52.653
2017-07-16 00:30:00, NaN, 0.604, 3.989, 41.057, 30.512, 26.209, 1.283, 0.845, 19338.081, 10.370, 55.992
2017-07-16 01:00:00, NaN, 0.394, 2.598, 40.385, 30.850, 26.514, 1.206, 0.893, 20220.054, 10.735, 56.796
2017-07-16 01:30:00, NaN, 0.441, 2.912, 40.034, 30.751, 26.470, 1.185, 0.848, 14288.370, 9.100, 53.878
2017-07-16 02:00:00, NaN, 0.491, 3.239, 40.303, 31.524, 26.450, 1.211, 0.787, 14643.265, 9.852, 54.823
2017-07-16 02:30:00, NaN, 0.757, 4.994, 43.135, 33.638, 29.954, 1.046, 0.790, 14550.041, 10.186, 55.817
2017-07-16 03:00:00, NaN, 0.592, 3.908, 49.769, 38.919, 34.052, 1.086, 0.847, 16066.296, 11.150, 57.198
2017-07-16 03:30:00, NaN, 0.662, 4.369, 50.212, 39.598, 35.164, 1.018, 0.795, 13808.833, 10.461, 58.128
2017-07-16 04:00:00, NaN, 0.522, 3.448, 48.298, 38.480, 34.298, 0.979, 0.850, 13679.923, 10.359, 58.750
2017-07-16 04:30:00, NaN, 0.682, 4.501, 45.873, 36.126, 32.643, 0.971, 0.749, 12496.513, 9.101, 56.320
2017-07-16 05:00:00, NaN, 0.290, 1.911, 38.972, 30.991, 27.620, 0.985, 0.816, 11420.326, 8.267, 55.697
2017-07-16 05:30:00, NaN, 0.344, 2.272, 36.731, 29.241, 25.734, 1.019, 0.655, 10635.885, 8.493, 50.908
2017-07-16 06:00:00, NaN, 0.377, 2.487, 25.982, 20.845, 16.317, 1.352, 0.524, 8808.047, 6.868, 47.783
2017-07-16 06:30:00, NaN, -0.202, -1.333, 20.075, 16.332, 14.214, 0.943, 0.514, 7136.518, 5.559, 44.223
2017-07-16 07:00:00, NaN, -0.042, -0.276, 15.336, 11.957, 8.076, 1.871, 0.380, NaN, NaN, NaN
2017-07-16 07:30:00, NaN, 0.402, 2.654, 16.252, 12.302, 7.867, 2.099, 0.542, NaN, NaN, NaN
2017-07-16 08:00:00, NaN, 0.410, 2.708, 17.846, 13.622, 9.150, 1.938, 0.616, NaN, NaN, NaN
2017-07-16 08:30:00, NaN, 0.543, 3.586, 35.667, 26.793, 21.215, 1.681, 0.708, 11512.513, 10.970, 62.318
2017-07-16 09:00:00, NaN, 0.214, 1.411, 31.766, 24.604, 21.060, 1.229, 0.854, 9709.130, 8.375, 55.125
2017-07-16 09:30:00, NaN, 0.335, 2.209, 23.094, 19.485, 13.653, 1.541, 0.497, 8292.559, 7.157, 51.127
2017-07-16 10:00:00, NaN, 0.470, 3.099, 21.892, 18.067, 12.508, 1.637, 0.563, NaN, NaN, NaN
2017-07-16 10:30:00, NaN, 0.572, 3.777, 22.085, 17.768, 12.430, 1.678, 0.630, 8257.545, 7.159, 47.392
2017-07-16 11:00:00, NaN, 0.443, 2.925, 24.097, 19.798, 14.296, 1.543, 0.643, 6584.887, 6.236, 44.182
2017-07-16 11:30:00, NaN, 0.691, 4.561, 15.092, 12.321, 7.835, 1.922, 0.469, 6110.733, 5.620, 43.930
2017-07-16 12:00:00, NaN, 0.291, 1.923, 13.858, 11.191, 7.003, 2.001, 0.811, NaN, NaN, NaN
2017-07-16 12:30:00, NaN, 0.197, 1.297, 13.516, 10.857, 7.027, 1.915, 0.851, NaN, NaN, NaN
2017-07-16 13:00:00, NaN, 0.193, 1.274, 13.647, 11.419, 9.196, 1.161, 0.881, 5937.695, 5.209, 42.058
2017-07-16 13:30:00, NaN, 0.103, 0.681, 13.779, 11.445, 8.567, 1.386, 0.904, NaN, NaN, NaN
2017-07-16 14:00:00, NaN, 0.132, 0.871, 13.756, 11.402, 8.299, 1.476, 0.910, NaN, NaN, NaN
2017-07-16 14:30:00, NaN, 0.025, 0.164, 13.735, 11.323, 8.005, 1.579, 0.963, NaN, NaN, NaN
2017-07-16 15:00:00, NaN, 0.101, 0.668, 13.177, 10.509, 8.047, 1.432, 0.871, NaN, NaN, NaN
2017-07-16 15:30:00, NaN, 0.002, 0.012, 12.678, 10.689, 7.382, 1.586, 0.969, NaN, NaN, NaN
2017-07-16 16:00:00, NaN, 0.114, 0.752, 11.942, 9.799, 6.558, 1.758, 0.905, NaN, NaN, NaN
2017-07-16 16:30:00, NaN, NaN, NaN, 10.901, 8.204, 5.712, 1.878, NaN, 16374.397, 4.106, 32.284
2017-07-16 17:00:00, NaN, NaN, NaN, 14.999, 11.263, 7.424, 2.113, NaN, 17098.597, 5.098, 35.363
2017-07-16 17:30:00, NaN, 0.149, 0.986, 13.675, 10.447, 6.740, 2.067, 0.876, 17047.182, 4.987, 35.840
2017-07-16 18:00:00, NaN, 0.213, 1.404, 15.861, 12.480, 8.955, 1.656, 0.868, NaN, NaN, NaN
2017-07-16 18:30:00, NaN, 0.558, 3.684, 18.625, 14.447, 9.491, 1.963, 0.722, 14617.924, 6.150, 38.386
2017-07-16 19:00:00, NaN, 1.004, 6.623, 32.087, 25.020, 20.074, 1.476, 0.760, NaN, NaN, NaN
2017-07-16 19:30:00, NaN, 1.092, 7.208, 68.925, 56.702, 55.542, 0.665, 0.877, 13428.906, 9.368, 45.428
2017-07-16 20:00:00, NaN, 0.785, 5.182, 60.204, 47.931, 44.970, 0.949, 0.867, NaN, NaN, NaN
2017-07-16 20:30:00, NaN, 1.101, 7.268, 63.910, 51.272, 48.335, 0.739, 0.872, 16322.413, 9.216, 48.638
2017-07-16 21:00:00, NaN, 0.793, 5.234, 43.713, 36.044, 33.579, 0.759, 0.862, 14636.608, 9.108, 45.662
2017-07-16 21:30:00, NaN, 0.730, 4.816, 38.130, 29.508, 28.734, 0.784, 0.853, 13580.124, 9.116, 46.635
2017-07-16 22:00:00, NaN, 0.840, 5.542, 46.812, 35.475, 35.012, 0.814, 0.859, 14298.160, 9.138, 45.333
2017-07-16 22:30:00, NaN, 0.852, 5.620, 46.257, 36.852, 35.929, 0.711, 0.861, 14597.199, 9.520, 47.957
2017-07-16 23:00:00, NaN, 1.238, 8.174, 60.436, 48.267, 47.514, 0.682, 0.847, NaN, NaN, NaN
2017-07-16 23:30:00, NaN, 1.488, 9.821, 145.502, 121.365, 124.128, 0.446, 0.924, 16515.686, 20.567, 69.684
2017-07-17 00:00:00, NaN, 1.411, 9.309, NaN, NaN, NaN, NaN, NaN, 17530.648, 25.872, 77.005
2017-07-17 00:30:00, NaN, 1.712, 11.302, NaN, NaN, NaN, NaN, NaN, 17311.197, 25.900, 76.382
2017-07-17 01:00:00, NaN, 1.449, 9.564, NaN, NaN, NaN, NaN, NaN, 15527.731, 24.107, 77.022
2017-07-17 01:30:00, NaN, 1.137, 7.502, NaN, NaN, NaN, NaN, NaN, 14114.077, 19.147, 73.333
2017-07-17 02:00:00, NaN, 1.215, 8.020, NaN, NaN, NaN, NaN, NaN, 12912.426, 15.258, 68.322
2017-07-17 02:30:00, NaN, 0.916, 6.044, NaN, NaN, NaN, NaN, NaN, 11813.534, 13.339, 66.022
2017-07-17 03:00:00, NaN, 0.893, 5.893, NaN, NaN, NaN, NaN, NaN, 10777.351, 11.457, 62.467
2017-07-17 03:30:00, NaN, 0.730, 4.816, NaN, NaN, NaN, NaN, NaN, 10487.413, 11.326, 62.710
2017-07-17 04:00:00, NaN, 0.791, 5.223, NaN, NaN, NaN, NaN, NaN, 10662.863, 11.463, 62.650
2017-07-17 04:30:00, NaN, 0.969, 6.393, NaN, NaN, NaN, NaN, NaN, 10411.208, 11.323, 63.535
2017-07-17 05:00:00, NaN, 0.865, 5.710, NaN, NaN, NaN, NaN, NaN, 10317.486, 11.231, 63.185
2017-07-17 05:30:00, NaN, 0.760, 5.019, NaN, NaN, NaN, NaN, NaN, 11570.926, 11.380, 59.905
2017-07-17 06:00:00, NaN, 0.682, 4.503, NaN, NaN, NaN, NaN, NaN, 10884.337, 10.067, 59.140
2017-07-17 06:30:00, NaN, 0.298, 1.966, NaN, NaN, NaN, NaN, NaN, 9781.541, 10.006, 62.765
2017-07-17 07:00:00, NaN, 0.912, 6.023, NaN, NaN, NaN, NaN, NaN, 9562.666, 9.291, 63.417
2017-07-17 07:30:00, NaN, 0.830, 5.476, NaN, NaN, NaN, NaN, NaN, 9803.366, 9.457, 63.547
2017-07-17 08:00:00, NaN, 0.779, 5.142, NaN, NaN, NaN, NaN, NaN, 10291.948, 10.287, 63.470
2017-07-17 08:30:00, NaN, 0.482, 3.178, NaN, NaN, NaN, NaN, NaN, 10768.852, 10.477, 59.413
2017-07-17 09:00:00, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 10007.939, 9.941, 60.943
2017-07-17 09:30:00, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 10718.134, 11.338, 62.597
2017-07-17 10:00:00, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 18079.152, 18.528, 57.948
2017-07-17 10:30:00, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 18691.034, 16.158, 53.060
2017-07-17 11:00:00, NaN, 1.996, 13.174, NaN, NaN, NaN, NaN, NaN, 16954.876, 12.543, 47.440
2017-07-17 11:30:00, NaN, 1.367, 9.021, NaN, NaN, NaN, NaN, NaN, 15051.567, 10.720, 46.113
2017-07-17 12:00:00, NaN, 0.927, 6.122, NaN, NaN, NaN, NaN, NaN, 11174.552, 9.093, 48.462
2017-07-17 12:30:00, NaN, 0.976, 6.443, NaN, NaN, NaN, NaN, NaN, 12379.174, 9.915, 49.750
2017-07-17 13:00:00, NaN, 1.133, 7.479, NaN, NaN, NaN, NaN, NaN, 19684.117, 14.334, 49.957
2017-07-17 13:30:00, NaN, 1.096, 7.231, NaN, NaN, NaN, NaN, NaN, 24240.088, 13.268, 43.557
2017-07-17 14:00:00, NaN, 0.514, 3.390, NaN, NaN, NaN, NaN, NaN, 17555.562, 7.176, 36.348
2017-07-17 14:30:00, NaN, -0.012, -0.076, NaN, NaN, NaN, NaN, NaN, 10163.328, 5.810, 40.508
2017-07-17 15:00:00, NaN, 0.135, 0.890, NaN, NaN, NaN, NaN, NaN, 11730.275, 5.440, 38.992
2017-07-17 15:30:00, NaN, -0.154, -1.018, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
2017-07-17 16:00:00, NaN, -0.023, -0.153, NaN, NaN, NaN, NaN, NaN, 9056.568, 4.695, 38.204
2017-07-17 16:30:00, NaN, 0.113, 0.745, NaN, NaN, NaN, NaN, NaN, 7564.685, 4.595, 40.550
2017-07-17 17:00:00, NaN, 0.090, 0.592, NaN, NaN, NaN, NaN, NaN, 8402.020, 4.513, 39.218
2017-07-17 17:30:00, NaN, 0.188, 1.239, NaN, NaN, NaN, NaN, NaN, 8848.492, 4.804, 39.708
