building,well,depth_level,time,ch4,ch4_peak,co2,o2,h2s,co,bal,well pressure,field_notes,voc,lel,comments
Bloco Inicial (conjunto didático),PMG-02,B,2016-11-14,0.0,0.0,0.003,0.205,0.0,0.0,0.792,2.88,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-03,A,2016-11-14,0.0,0.0,0.002,0.21,0.0,0.0,0.7879999999999999,0.12,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-03,B,2016-11-14,0.0,0.0,0.002,0.2,0.0,0.0,0.7979999999999999,2.69,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-04,A,2016-11-14,0.0,0.0,0.002,0.205,0.0,0.0,0.7929999999999999,0.16,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-04,B,2016-11-14,0.0,0.0,0.002,0.205,0.0,0.0,0.7929999999999999,1.88,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-05,A,2016-11-14,0.0,0.0,0.005,0.205,0.0,0.0,0.79,0.12,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-05,B,2016-11-14,0.0,0.0,0.008,0.207,0.0,0.0,0.785,5.19,A,0.0,0.0,Feita a medição antes de encontrar água.
Bloco Inicial (conjunto didático),PMG-06,A,2016-11-14,0.0,0.0,0.005,0.213,0.0,0.0,0.782,-0.11,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-06,B,2016-11-14,0.647,0.647,0.048,0.01,0.0,0.0,0.295,22.4,E,0.0,1.0,Feita a medição antes de Entupir
Bloco Inicial (conjunto didático),PMG-07,A,2016-11-14,0.0,0.0,0.005,0.204,0.0,0.0,0.7909999999999999,0.23,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-07,B,2016-11-14,0.001,0.001,0.005,0.205,0.0,0.0,0.789,1.45,A,0.0,0.02,Feita a medição antes de encontrar água.
Bloco Inicial (conjunto didático),PMG-08,A,2016-11-14,0.0,0.0,0.003,0.217,0.0,0.0,0.78,0.23,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-08,B,2016-11-14,0.03700000000000001,0.04,0.057,0.158,0.0,0.0,0.748,0.67,,0.0,0.8,
Bloco Inicial (conjunto didático),PMG-09,A,2016-11-14,0.0,0.0,0.053,0.143,0.0,0.0,0.804,0.16,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-09,B,2016-11-14,0.031,0.032,0.011,0.203,0.0,0.0,0.755,1.19,A,0.0,0.65,Feita a medição antes de encontrar água.
Bloco Inicial (conjunto didático),PMG-10,A,2016-11-14,0.0,0.0,0.008,0.203,0.0,0.0,0.789,0.12,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-10,B,2016-11-14,0.0,0.0,0.008,0.21,0.0,0.0,0.782,0.47,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-84,A,2016-11-14,0.0,0.0,0.003,0.213,0.0,0.0,0.784,0.24,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-84,B,2016-11-14,0.0,0.0,0.009000000000000001,0.2,0.0,0.0,0.7909999999999999,0.27,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-85,A,2016-11-14,0.0,0.0,0.045,0.165,0.0,0.0,0.79,0.19,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-85,B,2016-11-14,0.0,0.0,0.115,0.1,0.0,0.0,0.785,0.21,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-86,A,2016-11-14,0.0,0.0,0.013,0.153,0.0,0.0,0.8340000000000001,-1.26,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-86,B,2016-11-14,0.0,0.0,0.031,0.17,0.0,0.0,0.799,0.12,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-87,A,2016-11-14,0.0,0.0,0.045,0.085,0.0,0.0,0.87,0.21,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-87,B,2016-11-14,0.0,0.0,0.083,0.023,0.0,0.0,0.894,0.24,,0.0,0.0,
Enfermaria,PMG-70,A,2016-11-14,0.0,0.0,0.002,0.214,0.0,0.0,0.784,0.18,,0.0,0.0,
Enfermaria,PMG-70,B,2016-11-14,0.0,0.0,0.002,0.217,0.0,0.0,0.7809999999999999,0.23,,0.0,0.0,
Enfermaria,PMG-71,A,2016-11-14,0.0,0.0,0.005,0.197,0.0,0.0,0.7979999999999999,0.27,,0.0,0.0,
Enfermaria,PMG-71,B,2016-11-14,0.0,0.001,0.025,0.025,0.0,0.0,0.95,0.47,,0.0,0.02,
Enfermaria,PMG-72,A,2016-11-14,0.0,0.0,0.002,0.213,0.0,0.0,0.785,0.22,,0.0,0.0,
Enfermaria,PMG-72,B,2016-11-14,0.0,0.0,0.018,0.17,0.0,0.0,0.812,0.42,,0.0,0.0,
Enfermaria,PMG-73,A,2016-11-14,0.0,0.0,0.002,0.213,0.0,0.0,0.785,0.22,,0.0,0.0,
Enfermaria,PMG-73,B,2016-11-14,0.0,0.0,0.001,0.207,0.0,0.0,0.792,0.27,,0.0,0.0,
Enfermaria,PMG-74,A,2016-11-14,0.0,0.0,0.002,0.217,0.0,0.0,0.7809999999999999,0.01,,0.0,0.0,
Enfermaria,PMG-74,B,2016-11-14,0.028,0.032,0.008,0.185,0.0,0.0,0.779,0.66,,0.0,0.64,
Enfermaria,PMG-75,A,2016-11-14,0.0,0.0,0.003,0.215,0.0,0.0,0.782,0.18,,0.0,0.0,
Enfermaria,PMG-75,B,2016-11-14,0.0,0.0,0.058,0.12,0.0,0.0,0.8220000000000001,0.27,,0.0,0.0,
Enfermaria,PMG-76,A,2016-11-14,0.0,0.0,0.002,0.217,0.0,0.0,0.7809999999999999,0.14,,0.0,0.0,
Enfermaria,PMG-76,B,2016-11-14,0.0,0.0,0.04099999999999999,0.127,0.0,0.0,0.8320000000000001,0.26,,0.0,0.0,
CAT,PMG-82,A,2016-11-14,0.0,0.0,0.133,0.06,0.0,0.0,0.807,0.29,,0.0,0.0,
CAT,PMG-82,B,2016-11-14,0.0,0.0,0.178,0.033,0.0,0.0,0.789,0.43,,0.0,0.0,
CAT,PMG-83,A,2016-11-14,0.0,0.0,0.063,0.14,0.0,0.0,0.797,0.41,,0.0,0.0,
CAT,PMG-83,B,2016-11-14,0.0,0.0,0.155,0.044,0.0,0.0,0.8009999999999999,0.24,,0.0,0.0,
CAT,PMG-94,A,2016-11-14,0.0,0.0,0.005,0.195,2.0,0.0,0.8,0.43,,0.0,0.0,
CAT,PMG-94,B,2016-11-14,0.0,0.0,0.195,0.053,0.0,0.0,0.752,0.22,,0.0,0.0,
CAT,PMG-95,A,2016-11-14,0.0,0.0,0.053,0.12,0.0,0.0,0.8270000000000001,0.22,,0.0,0.0,
CAT,PMG-95,B,2016-11-14,0.0,0.0,0.135,0.01,3.0,0.0,0.855,0.43,,0.0,0.0,
CAT,PMG-96,A,2016-11-14,0.0,0.0,0.002,0.211,0.0,0.0,0.787,0.44,,0.0,0.0,
CAT,PMG-96,B,2016-11-14,0.0,0.0,0.155,0.08,0.0,0.0,0.765,0.22,,0.0,0.0,
CAT,PMG-97,A,2016-11-14,0.0,0.0,0.005,0.205,0.0,0.0,0.79,0.25,,0.0,0.0,
CAT,PMG-97,B,2016-11-14,0.0,0.0,0.031,0.163,0.0,0.0,0.8059999999999999,0.21,,0.0,0.0,
CAT,PMG-98,A,2016-11-14,0.0,0.0,0.005,0.204,0.0,0.0,0.7909999999999999,0.13,,0.0,0.0,
CAT,PMG-98,B,2016-11-14,0.0,0.0,0.045,0.135,0.0,0.0,0.82,0.12,,0.0,0.0,
Incubadora,PMG-88,A,2016-11-14,0.0,0.0,0.003,0.205,0.0,0.0,0.792,0.22,,0.0,0.0,
Incubadora,PMG-88,B,2016-11-14,0.0,0.0,0.018,0.177,0.0,0.0,0.805,0.13,,0.0,0.0,
Incubadora,PMG-89,A,2016-11-14,0.0,0.0,0.003,0.21,0.0,0.0,0.787,0.21,,0.0,0.0,
Incubadora,PMG-89,B,2016-11-14,0.0,0.0,0.023,0.183,0.0,0.0,0.794,0.28,,0.0,0.0,
Incubadora,PMG-90,A,2016-11-14,0.0,0.0,0.002,0.21,0.0,0.0,0.7879999999999999,0.15,,0.0,0.0,
Incubadora,PMG-90,B,2016-11-14,0.0,0.0,0.023,0.173,0.0,0.0,0.804,0.21,,0.0,0.0,
Incubadora,PMG-91,A,2016-11-14,0.0,0.0,0.005,0.204,0.0,0.0,0.7909999999999999,0.19,,0.0,0.0,
Incubadora,PMG-91,B,2016-11-14,0.0,0.0,0.005,0.201,0.0,0.0,0.794,0.12,,0.0,0.0,
Incubadora,PMG-92,A,2016-11-14,0.0,0.0,0.005,0.203,0.0,0.0,0.792,0.12,,0.0,0.0,
Incubadora,PMG-92,B,2016-11-14,0.0,0.0,0.023,0.18,0.0,0.0,0.797,0.22,,0.0,0.0,
Incubadora,PMG-93,A,2016-11-14,0.0,0.0,0.002,0.21,0.0,0.0,0.7879999999999999,0.19,,0.0,0.0,
Incubadora,PMG-93,B,2016-11-14,0.0,0.0,0.015,0.191,0.0,0.0,0.794,0.25,,0.0,0.0,
Ginásio Poliesportivo,PMG-102,,2016-11-14,0.0,0.0,0.003,0.211,0.0,0.0,0.7859999999999999,0.45,,0.0,0.0,
Ginásio Poliesportivo,PMG-103,,2016-11-14,0.0,0.0,0.002,0.21,0.0,0.0,0.7879999999999999,0.41,,0.0,0.0,
Ginásio Poliesportivo,PMG-104,,2016-11-14,0.0,0.0,0.001,0.215,0.0,0.0,0.784,0.47,,0.0,0.0,
Ginásio Poliesportivo,PMG-105,,2016-11-14,0.0,0.0,0.001,0.213,0.0,0.0,0.7859999999999999,0.46,,0.0,0.0,
Ginásio Poliesportivo,PMG-106,,2016-11-14,0.0,0.0,0.001,0.213,0.0,0.0,0.7859999999999999,0.47,,0.0,0.0,
Ginásio Poliesportivo,PMG-107,,2016-11-14,0.0,0.0,0.043,0.157,0.0,0.0,0.8,0.47,,0.0,0.0,
Ginásio Poliesportivo,PMG-108,,2016-11-14,0.0,0.0,0.001,0.213,0.0,0.0,0.7859999999999999,0.4,,0.0,0.0,
Ginásio Poliesportivo,PMG-109,A,2016-11-14,0.0,0.0,0.002,0.21,0.0,0.0,0.7879999999999999,0.44,,0.0,0.0,
Ginásio Poliesportivo,PMG-109,B,2016-11-14,0.0,0.0,0.045,0.155,0.0,0.0,0.8,0.27,,0.0,0.0,
Ginásio Poliesportivo,PMG-110,A,2016-11-14,0.0,0.0,0.003,0.205,0.0,0.0,0.792,0.42,,0.0,0.0,
Ginásio Poliesportivo,PMG-110,B,2016-11-14,0.006999999999999999,0.006999999999999999,0.008,0.203,0.0,0.0,0.782,4.58,A,0.0,0.14,Feita a medição antes de encontrar água.
Ginásio Poliesportivo,PMG-111,A,2016-11-14,0.0,0.0,0.003,0.207,0.0,0.0,0.79,0.45,,0.0,0.0,
Ginásio Poliesportivo,PMG-111,B,2016-11-14,0.0,0.0,0.019,0.187,0.0,0.0,0.794,0.47,,0.0,0.0,
Ginásio Poliesportivo,PMG-112,,2016-11-14,0.0,0.0,0.023,0.175,0.0,0.0,0.802,0.28,,0.0,0.0,
Guarda Universitário,PMG-116,A,2016-11-14,0.0,0.0,0.008,0.201,0.0,0.0,0.7909999999999999,0.28,,0.0,0.0,
Guarda Universitário,PMG-116,B,2016-11-14,0.0,0.0,0.001,0.207,0.0,0.0,0.792,0.84,,0.0,0.0,
Guarda Universitário,PMG-117,A,2016-11-14,0.0,0.0,0.002,0.205,0.0,0.0,0.7929999999999999,0.16,,0.0,0.0,
Guarda Universitário,PMG-117,B,2016-11-14,0.0,0.0,0.002,0.207,0.0,0.0,0.7909999999999999,0.23,,0.0,0.0,
Guarda Universitário,PMG-118,A,2016-11-14,0.0,0.0,0.003,0.205,0.0,0.0,0.792,0.16,,0.0,0.0,
Guarda Universitário,PMG-118,B,2016-11-14,0.0,0.0,0.001,0.207,0.0,0.0,0.792,0.41,,0.0,0.0,
Portaria P3,PMG-119,A,2016-11-14,0.0,0.0,0.002,0.207,0.0,0.0,0.7909999999999999,0.16,,0.0,0.0,
Portaria P3,PMG-119,B,2016-11-14,0.0,0.0,0.002,0.205,0.0,0.0,0.7929999999999999,0.21,,0.0,0.0,
Portaria P3,PMG-119,C,2016-11-14,0.001,0.002,0.001,0.21,0.0,0.0,0.7879999999999999,3.41,A,0.0,0.04,Feita a medição antes de encontrar água.
Portaria P3,PMG-120,A,2016-11-14,0.0,0.0,0.003,0.21,0.0,0.0,0.787,0.22,,0.0,0.0,
Portaria P3,PMG-120,B,2016-11-14,0.0,0.0,0.002,0.205,0.0,0.0,0.7929999999999999,0.23,,0.0,0.0,
Portaria P3,PMG-120,C,2016-11-14,0.0,0.0,0.002,0.21,0.0,0.0,0.7879999999999999,1.42,A,0.0,0.0,Feita a medição antes de encontrar água.
Transportes,PMG-121,A,2016-11-14,0.0,0.0,0.001,0.207,0.0,0.0,0.792,0.16,,0.0,0.0,
Transportes,PMG-121,B,2016-11-14,0.0,0.0,0.002,0.203,0.0,0.0,0.795,-3.14,,0.0,0.0,
Transportes,PMG-122,A,2016-11-14,0.0,0.0,0.001,0.21,0.0,0.0,0.789,0.23,,0.0,0.0,
Transportes,PMG-122,B,2016-11-14,0.002,0.002,0.001,0.207,0.0,0.0,0.79,-3.1,,0.0,0.04,
Transportes,PMG-123,A,2016-11-14,0.0,0.0,0.002,0.21,0.0,0.0,0.7879999999999999,0.23,,0.0,0.0,
Transportes,PMG-123,B,2016-11-14,0.0,0.0,0.003,0.204,0.0,0.0,0.7929999999999999,5.17,,0.0,0.0,
Transportes,PMG-124,A,2016-11-14,0.0,0.0,0.003,0.203,0.0,0.0,0.794,0.26,,0.0,0.0,
Transportes,PMG-124,B,2016-11-14,0.0,0.0,0.003,0.204,0.0,0.0,0.7929999999999999,2.65,,0.0,0.0,
Edifício I-1    Parte 1,PMG-16,A,2016-11-21,0.0,0.0,0.067,0.134,0.0,0.0,0.799,0.02,,0.0,0.0,
Edifício I-1    Parte 1,PMG-16,B,2016-11-21,0.0,0.0,0.099,0.107,0.0,0.0,0.794,0.13,,0.0,0.0,
Edifício I-1    Parte 1,PMG-17,A,2016-11-21,0.0,0.0,0.038,0.168,0.0,0.0,0.794,0.11,,0.0,0.0,
Edifício I-1    Parte 1,PMG-17,B,2016-11-21,0.0,0.0,0.052,0.151,0.0,0.0,0.797,0.16,,0.0,0.0,
Edifício I-1    Parte 1,PMG-18,A,2016-11-21,0.0,0.0,0.006,0.211,0.0,0.0,0.7829999999999999,0.04,,0.0,0.0,
Edifício I-1    Parte 1,PMG-18,B,2016-11-21,0.0,0.0,0.032,0.169,0.0,0.0,0.799,0.01,,0.0,0.0,
Edifício I-1    Parte 1,PMG-20,A,2016-11-21,0.0,0.0,0.006,0.205,0.0,0.0,0.789,0.08,,0.0,0.0,
Edifício I-1    Parte 1,PMG-20,B,2016-11-21,0.0,0.0,0.009000000000000001,0.195,0.0,0.0,0.7959999999999999,0.01,,0.0,0.0,
Edifício I-1    Parte 1,PMG-22,A,2016-11-21,0.0,0.0,0.006999999999999999,0.207,0.0,0.0,0.7859999999999999,0.11,,0.0,0.0,
Edifício I-1    Parte 1,PMG-22,B,2016-11-21,0.001,0.001,0.073,0.13,1.0,0.0,0.7959999999999999,0.13,,0.0,0.0,
Edifício I-1    Parte 1,PMG-23,A,2016-11-21,0.0,0.0,0.008,0.203,0.0,0.0,0.789,-0.02,,0.0,0.0,
Edifício I-1    Parte 1,PMG-23,B,2016-11-21,0.0,0.0,0.022,0.177,0.0,0.0,0.8009999999999999,-0.01,,0.0,0.0,
Edifício I-1    Parte 1,PMG-113,A,2016-11-21,0.0,0.0,0.004,0.207,0.0,0.0,0.789,0.02,,0.0,0.0,
Edifício I-1    Parte 1,PMG-113,B,2016-11-21,0.0,0.0,0.018,0.186,0.0,0.0,0.7959999999999999,0.01,,0.0,0.0,
Edifício I-1    Parte 1,PMG-114,A,2016-11-21,0.0,0.0,0.004,0.207,0.0,0.0,0.789,0.03,,0.0,0.0,
Edifício I-1    Parte 1,PMG-114,B,2016-11-21,0.0,0.0,0.004,0.205,0.0,0.0,0.7909999999999999,-3.28,,0.0,0.0,
Edifício I-1    Parte 1,PMG-115,A,2016-11-21,0.0,0.0,0.003,0.208,0.0,0.0,0.789,0.13,,0.0,0.0,
Edifício I-1    Parte 1,PMG-115,B,2016-11-21,0.0,0.0,0.023,0.183,0.0,0.0,0.794,-0.13,,0.0,0.0,
Edifício I-1    Parte 2,PMG-14,A,2016-11-21,0.0,0.0,0.042,0.154,0.0,0.0,0.804,-0.07,,0.0,0.0,
Edifício I-1    Parte 2,PMG-14,B,2016-11-21,0.0,0.0,0.091,0.099,0.0,0.0,0.81,-0.04,,0.0,0.0,
Edifício I-1    Parte 2,PMG-21,A,2016-11-21,0.0,0.0,0.025,0.184,0.0,0.0,0.7909999999999999,0.05,,0.0,0.0,
Edifício I-1    Parte 2,PMG-21,B,2016-11-21,0.0,0.0,0.05,0.153,0.0,0.0,0.797,0.19,,0.0,0.0,
Edifício I-1    Parte 2,PMG-15,A,2016-11-21,0.0,0.0,0.005,0.21,0.0,0.0,0.785,0.11,,0.0,0.0,
Edifício I-1    Parte 2,PMG-15,B,2016-11-21,0.0,0.0,0.003,0.211,0.0,0.0,0.7859999999999999,0.03,,0.0,0.0,
Edifício I-1    Parte 2,PMG-13,A,2016-11-21,0.001,0.001,0.038,0.166,0.0,0.0,0.795,0.24,,0.0,0.0,
Edifício I-1    Parte 2,PMG-13,B,2016-11-21,0.001,0.001,0.05400000000000001,0.152,0.0,0.0,0.7929999999999999,0.02,,0.0,0.0,
Edifício I-1    Parte 2,PMG-19,A,2016-11-21,0.0,0.0,0.01,0.203,0.0,0.0,0.787,0.12,,0.0,0.0,
Edifício I-1    Parte 2,PMG-19,B,2016-11-21,0.0,0.0,0.014,0.193,0.0,0.0,0.7929999999999999,0.12,,0.0,0.0,
Edifício I-1    Parte 2,PMG-11,A,2016-11-21,0.0,0.0,0.022,0.184,0.0,0.0,0.794,0.01,,0.0,0.0,
Edifício I-1    Parte 2,PMG-11,B,2016-11-21,0.033,0.03700000000000001,0.155,0.006,0.0,0.0,0.8059999999999999,0.02,,0.0,0.75,
Edifício I-1    Parte 2,PMG-12,A,2016-11-21,0.001,0.001,0.042,0.159,0.0,0.0,0.7979999999999999,0.09,,0.0,0.0,
Edifício I-1    Parte 2,PMG-12,B,2016-11-21,0.0,0.0,0.047,0.158,1.0,0.0,0.795,0.15,,0.0,0.0,
Edifício I-1    Parte 2,PMG-24,A,2016-11-21,0.001,0.001,0.019,0.194,0.0,0.0,0.7859999999999999,0.03,,0.0,0.0,
Edifício I-1    Parte 2,PMG-24,B,2016-11-21,0.001,0.001,0.025,0.184,1.0,0.0,0.79,-0.01,,0.0,0.0,
I-3 Auditórios,PMG-25,A,2016-11-21,0.0,0.0,0.006999999999999999,0.201,0.0,0.0,0.792,0.06,,0.0,0.0,
I-3 Auditórios,PMG-25,B,2016-11-21,0.0,0.0,0.023,0.18,0.0,0.0,0.797,-0.03,,0.0,0.0,
I-3 Auditórios,PMG-26,A,2016-11-21,0.0,0.0,0.006,0.2,1.0,0.0,0.794,-0.12,,0.0,0.0,
I-3 Auditórios,PMG-26,B,2016-11-21,0.0,0.0,0.044,0.156,1.0,0.0,0.8,-0.01,,0.0,0.0,
I-3 Auditórios,PMG-27,A,2016-11-21,0.0,0.0,0.019,0.186,1.0,0.0,0.795,0.05,,0.0,0.0,
I-3 Auditórios,PMG-27,B,2016-11-21,0.0,0.0,0.076,0.123,1.0,0.0,0.8009999999999999,0.06,,0.0,0.0,
I-3 Auditórios,PMG-28,A,2016-11-21,0.0,0.0,0.028,0.177,1.0,0.0,0.795,-0.01,,0.0,0.0,
I-3 Auditórios,PMG-28,B,2016-11-21,0.0,0.0,0.11,0.08800000000000001,1.0,0.0,0.802,-0.13,,0.0,0.0,
I-3 Auditórios,PMG-29,A,2016-11-21,0.0,0.0,0.012,0.2,1.0,0.0,0.7879999999999999,-0.07,,0.0,0.0,
I-3 Auditórios,PMG-29,B,2016-11-21,0.0,0.0,0.028,0.178,1.0,0.0,0.794,0.05,,0.0,0.0,
I-3 Auditórios,PMG-44,A,2016-11-21,0.0,0.0,0.012,0.196,1.0,0.0,0.792,0.01,,0.0,0.0,
I-3 Auditórios,PMG-44,B,2016-11-21,0.0,0.0,0.023,0.187,1.0,0.0,0.79,0.03,,0.0,0.0,
I-3 Auditórios,PMG-45,A,2016-11-21,0.0,0.0,0.021,0.187,1.0,0.0,0.792,-0.01,,0.0,0.0,
I-3 Auditórios,PMG-45,B,2016-11-21,0.0,0.0,0.023,0.185,1.0,0.0,0.792,-2.03,,0.0,0.0,
I-3 Biblioteca,PMG-30,A,2016-11-21,0.0,0.0,0.006999999999999999,0.202,0.0,0.0,0.7909999999999999,-0.06,,0.0,0.0,
I-3 Biblioteca,PMG-30,B,2016-11-21,0.0,0.0,0.085,0.119,0.0,0.0,0.7959999999999999,-0.04,,0.0,0.0,
I-3 Biblioteca,PMG-31,A,2016-11-21,0.0,0.0,0.006,0.199,0.0,0.0,0.795,-0.01,,0.0,0.0,
I-3 Biblioteca,PMG-31,B,2016-11-21,0.001,0.001,0.009000000000000001,0.195,0.0,0.0,0.795,-0.12,,0.0,0.0,
I-3 Biblioteca,PMG-32,A,2016-11-21,0.0,0.0,0.005,0.201,0.0,0.0,0.794,-0.07,,0.0,0.0,
I-3 Biblioteca,PMG-32,B,2016-11-21,0.0,0.0,0.052,0.151,0.0,0.0,0.797,0.01,,0.0,0.0,
I-3 Biblioteca,PMG-33,A,2016-11-21,0.0,0.0,0.006,0.201,0.0,0.0,0.7929999999999999,-0.06,,0.0,0.0,
I-3 Biblioteca,PMG-33,B,2016-11-21,0.0,0.0,0.126,0.068,0.0,0.0,0.8059999999999999,0.02,,0.0,0.0,
I-3 Biblioteca,PMG-34,A,2016-11-21,0.0,0.0,0.004,0.2,0.0,0.0,0.7959999999999999,0.14,,0.0,0.0,
I-3 Biblioteca,PMG-34,B,2016-11-21,0.0,0.0,0.04,0.165,0.0,0.0,0.795,0.04,,0.0,0.0,
I-3 Biblioteca,PMG-35,A,2016-11-21,0.0,0.0,0.004,0.207,0.0,0.0,0.789,0.06,,0.0,0.0,
I-3 Biblioteca,PMG-35,B,2016-11-21,0.0,0.0,0.062,0.119,0.0,0.0,0.8190000000000001,0.11,,0.0,0.0,
I-3 Biblioteca,PMG-36,A,2016-11-21,0.0,0.0,0.003,0.21,0.0,0.0,0.787,0.05,,0.0,0.0,
I-3 Biblioteca,PMG-36,B,2016-11-21,0.0,0.0,0.134,0.05599999999999999,0.0,0.0,0.81,0.19,,0.0,0.0,
I-3 Biblioteca,PMG-37,A,2016-11-21,0.0,0.0,0.003,0.21,0.0,0.0,0.787,0.19,,0.0,0.0,
I-3 Biblioteca,PMG-37,B,2016-11-21,0.0,0.0,0.035,0.172,0.0,0.0,0.7929999999999999,0.1,,0.0,0.0,
I-3 Biblioteca,PMG-38,A,2016-11-21,0.0,0.0,0.004,0.207,0.0,0.0,0.789,0.18,,0.0,0.0,
I-3 Biblioteca,PMG-38,B,2016-11-21,0.0,0.0,0.01,0.199,0.0,0.0,0.7909999999999999,0.13,,0.0,0.0,
I-3 Biblioteca,PMG-39,A,2016-11-21,0.0,0.0,0.004,0.204,0.0,0.0,0.792,0.07,,0.0,0.0,
I-3 Biblioteca,PMG-39,B,2016-11-21,0.004,0.006,0.132,0.006,0.0,0.0,0.858,0.06,,0.0,0.13,
I-3 Biblioteca,PMG-40,A,2016-11-21,0.0,0.0,0.005,0.211,0.0,0.0,0.784,0.11,,0.0,0.0,
I-3 Biblioteca,PMG-40,B,2016-11-21,0.0,0.0,0.006,0.206,0.0,0.0,0.7879999999999999,0.05,,0.0,0.0,
I-3 Biblioteca,PMG-41,A,2016-11-21,0.0,0.0,0.004,0.206,0.0,0.0,0.79,0.01,,0.0,0.0,
I-3 Biblioteca,PMG-41,B,2016-11-21,0.0,0.0,0.006999999999999999,0.2,0.0,0.0,0.7929999999999999,0.12,,0.0,0.0,
I-3 Biblioteca,PMG-42,A,2016-11-21,0.0,0.0,0.083,0.115,0.0,0.0,0.802,-0.01,,0.0,0.0,
I-3 Biblioteca,PMG-42,B,2016-11-21,0.0,0.0,0.177,0.01,0.0,0.0,0.813,-0.03,,0.0,0.0,
I-3 Biblioteca,PMG-43,A,2016-11-21,0.0,0.0,0.008,0.204,0.0,0.0,0.7879999999999999,-0.04,,0.0,0.0,
I-3 Biblioteca,PMG-43,B,2016-11-21,0.0,0.0,0.021,0.187,0.0,0.0,0.792,0.01,,0.0,0.0,
Edifício I-4 ,PMG-63,A,2016-11-21,0.0,0.0,0.006999999999999999,0.214,0.0,0.0,0.7859999999999999,0.03,,0.0,0.0,
Edifício I-4 ,PMG-63,B,2016-11-21,0.0,0.0,0.032,0.184,0.0,0.0,0.784,0.01,,0.0,0.0,
Edifício I-4 ,PMG-64,A,2016-11-21,0.0,0.0,0.004,0.203,0.0,0.0,0.7929999999999999,-0.13,,0.0,0.0,
Edifício I-4 ,PMG-64,B,2016-11-21,0.042,0.053,0.08199999999999999,0.017,1.0,0.0,0.8590000000000001,-0.03,E,0.0,1.0,
Edifício I-4 ,PMG-65,A,2016-11-21,0.0,0.0,0.004,0.202,1.0,0.0,0.794,0.01,,0.0,0.0,
Edifício I-4 ,PMG-65,B,2016-11-21,0.0,0.0,0.004,0.203,1.0,0.0,0.7929999999999999,-0.03,,0.0,0.0,
Edifício I-4 ,PMG-66,A,2016-11-21,0.0,0.0,0.012,0.184,0.0,0.0,0.804,0.02,,0.0,0.0,
Edifício I-4 ,PMG-66,B,2016-11-21,0.192,0.192,0.165,0.015,1.0,0.0,0.628,-3.17,,0.0,1.0,
Edifício I-4 ,PMG-67,A,2016-11-21,0.0,0.0,0.003,0.208,1.0,0.0,0.789,0.05,,0.0,0.0,
Edifício I-4 ,PMG-67,B,2016-11-21,0.0,0.0,0.008,0.203,1.0,0.0,0.789,0.01,,0.0,0.0,
Edifício I-4 ,PMG-68,A,2016-11-21,0.0,0.0,0.002,0.209,0.0,0.0,0.789,0.14,,0.0,0.0,
Edifício I-4 ,PMG-68,B,2016-11-21,0.0,0.0,0.002,0.205,0.0,0.0,0.7929999999999999,0.93,,0.0,0.0,
Edifício I-4 ,PMG-69,A,2016-11-21,0.001,0.001,0.005,0.207,3.0,0.0,0.787,0.15,,0.0,0.0,
Edifício I-4 ,PMG-69,B,2016-11-21,0.001,0.001,0.065,0.13,3.0,0.0,0.804,0.08,,0.0,0.0,
Edifício I-4 ,PMG-77,A,2016-11-21,0.0,0.0,0.004,0.204,1.0,0.0,0.792,0.03,,0.0,0.0,
Edifício I-4 ,PMG-77,B,2016-11-21,0.0,0.0,0.019,0.181,1.0,0.0,0.8,0.03,,0.0,0.0,
Edifício I-4 ,PMG-78,A,2016-11-21,0.0,0.0,0.004,0.206,1.0,0.0,0.79,-0.16,,0.0,0.0,
Edifício I-4 ,PMG-78,B,2016-11-21,0.0,0.0,0.033,0.157,1.0,0.0,0.81,-0.19,,0.0,0.0,
Edifício I-4 ,PMG-79,A,2016-11-21,0.0,0.0,0.002,0.207,0.0,0.0,0.7909999999999999,-0.11,,0.0,0.0,
Edifício I-4 ,PMG-79,B,2016-11-21,0.0,0.0,0.003,0.205,0.0,0.0,0.792,-0.17,,0.0,0.0,
Edifício I-4 ,PMG-80,A,2016-11-21,0.0,0.0,0.006,0.206,0.0,0.0,0.7879999999999999,0.05,,0.0,0.0,
Edifício I-4 ,PMG-80,B,2016-11-21,0.0,0.0,0.01,0.194,0.0,0.0,0.7959999999999999,-0.19,,0.0,0.0,
