time,NEE_VUT_REF,NEE_CUT_REF,NEE_VUT_REF_QC,NEE_CUT_REF_QC,stl1_mean,DetailedQA,EVI,NDVI,SummaryQA,sur_refl_b02,sur_refl_b03,sur_refl_b07,Clear_sky_days,Clear_sky_nights,Emis_31,Emis_32,LST_Day_1km,LST_Night_1km,QC_Day,QC_Night,Fpar,FparExtra_QC,FparLai_QC,FparStdDev,Lai,alnid_mean,aluvd_mean,e_mean,d2m_mean,ro_mean,t2m_mean,adj_sfc_sw_diff_clr_daily,adj_sfc_sw_diff_all_daily,adj_sfc_sw_diff_pri_daily,adj_sfc_sw_diff_naer_daily,adj_sfc_par_diff_clr_daily,adj_sfc_par_diff_all_daily,adj_sfc_par_diff_pri_daily,alnid_maximum,aluvd_maximum,e_maximum,d2m_maximum,ro_maximum,t2m_maximum,stl1_maximum,prec,prmsl,alnid_median,aluvd_median,e_median,d2m_median,ro_median,t2m_median,stl1_median,alnid_minimum,aluvd_minimum,e_minimum,d2m_minimum,ro_minimum,t2m_minimum,stl1_minimum,alnid_std,aluvd_std,e_std,d2m_std,ro_std,t2m_std,stl1_std,alnid_variance,aluvd_variance,e_variance,d2m_variance,ro_variance,t2m_variance,stl1_variance,VPD_magnus_mean,VPD_magnus_minimum,VPD_magnus_maximum,longitude,latitude
2004-01-06,-0.750847,-0.766552,1.0,0.958333,300.7039,6158.0,0.34040000000000004,0.3673,3.0,0.3669,0.14750000000000002,0.1221,-9999.0,-9999.0,0.492,0.494,301.04,294.18,65.0,2.0,0.77,8.0,99.0,0.04,4.5,0.17465961,0.04732926,0.14156483,296.98013,3.9158235e-06,299.91714,68.20832,131.52814,23.51042,116.06875,41.271873,66.38854,14.733333,0.17468621,0.04734263,0.056350924,297.6325,2.5134534e-05,303.26547,302.54605,1.0,-9e+33,0.17465334,0.047326736,0.07678155,297.0182,2.7325004e-06,299.3464,300.47415,0.17462987,0.04732038,0.33191997,296.34222,2.1848828e-06,297.27335,299.19757,1.7811697e-05,6.4860974e-06,-0.09420018,0.41436192,4.7782046e-06,2.0335906,1.1383605,3.1725655e-10,4.206946e-11,-8.873673e-06,0.17169581,2.2831237e-11,4.135491,1.2958647,5.6342564,1.6385174,12.0009,-54.98,-2.91
2004-01-07,-1.85223,-1.95346,0.958333,0.958333,301.0132,6158.0,0.34040000000000004,0.3673,3.0,0.3669,0.14750000000000002,0.1221,-9999.0,-9999.0,0.492,0.494,301.04,294.18,65.0,2.0,0.77,8.0,99.0,0.04,4.5,0.17459892,0.047312576,0.14386162,296.8351,4.2597607e-05,299.7115,79.563545,132.05833,23.447916,110.095825,47.885418,67.364586,14.702084,0.17462987,0.04732991,0.053254627,297.822,0.0007901229,302.82,302.41452,0.5,-9e+33,0.174597,0.047314018,0.09742877,296.61307,4.371628e-06,299.68866,301.03815,0.17457351,0.047298133,0.31191444,295.96094,2.1848828e-06,297.3508,299.67493,1.6654287e-05,8.797847e-06,-0.089732625,0.55122864,0.00015671266,1.6418376,0.8912577,2.7736524e-10,7.740211e-11,-8.051944e-06,0.303853,2.4558858e-08,2.6956308,0.7943403,5.4678154,2.4265747,10.572424,-54.98,-2.91
2004-01-08,-0.771021,-0.815928,0.875,0.875,300.95468,6158.0,0.34040000000000004,0.3673,3.0,0.3669,0.14750000000000002,0.1221,-9999.0,-9999.0,0.492,0.494,301.04,294.18,65.0,2.0,0.77,8.0,99.0,0.04,4.5,0.17453809,0.04729244,0.14019786,296.8955,9.288934e-06,299.65878,74.56563,143.48854,23.502083,126.71563,44.8125,72.467705,14.73125,0.17455943,0.04730449,0.04444708,297.57788,0.00011365488,303.1976,302.9971,1.0,-9e+33,0.17454064,0.04729177,0.08557308,296.8717,3.551133e-06,299.39755,300.91864,0.17450309,0.047285415,0.36248168,296.08066,2.1848828e-06,297.2724,299.2386,1.6376467e-05,6.0164584e-06,-0.10308281,0.47256956,2.2016688e-05,1.9471766,1.2373906,2.6818867e-10,3.619777e-11,-1.0626067e-05,0.22332199,4.8473453e-10,3.7914965,1.5311357,5.2535667,2.0828228,11.935221,-54.98,-2.91
2004-01-09,-1.49729,-1.51323,1.0,1.0,301.10046,6158.0,0.34040000000000004,0.3673,3.0,0.3669,0.14750000000000002,0.1221,8.0,-9999.0,0.492,0.494,301.04,294.18,65.0,2.0,0.77,8.0,99.0,0.04,4.5,0.17447765,0.047271907,0.12732741,296.93668,1.5709471e-05,299.63766,90.67605,151.45833,23.322916,132.1302,54.101044,76.65417,14.633331,0.17450309,0.047285415,0.03974649,297.7848,0.00012075901,302.40317,302.6474,1.5,-9e+33,0.1744796,0.04727429,0.06879219,296.93854,4.371628e-06,299.20587,300.80103,0.17445613,0.047256812,0.27612272,295.99814,2.7325004e-06,297.3001,299.84592,1.6203157e-05,8.470791e-06,-0.08735556,0.43141738,2.4631461e-05,1.6683105,0.89128876,2.6254232e-10,7.175429e-11,-7.630994e-06,0.18612094,6.067089e-10,2.78326,0.7943956,5.1376495,2.2722607,9.65362,-54.98,-2.91
2004-01-10,0.467544,0.365231,0.916667,0.916667,301.3366,6158.0,0.34040000000000004,0.3673,3.0,0.3669,0.14750000000000002,0.1221,-9999.0,-9999.0,0.492,0.494,301.14,295.48,0.0,-9999.0,0.55,33.0,99.0,0.04,2.8000000000000003,0.17441916,0.047251914,0.13763966,296.8471,3.4834568e-06,299.91174,75.23542,115.32917,23.513542,83.9552,45.405212,61.303127,14.732292,0.17445613,0.047259994,0.040195707,297.37445,7.649884e-06,303.1412,303.6996,0.25,-9e+33,0.17441387,0.04725522,0.06717987,296.83566,3.005378e-06,299.47882,301.083,0.1743998,0.04724092,0.37615025,296.18527,2.7325004e-06,297.2112,299.6169,1.6724129e-05,6.015348e-06,-0.112211496,0.33660883,1.1018783e-06,1.9769422,1.3928938,2.7969646e-10,3.6184413e-11,-1.2591421e-05,0.1133055,1.2141359e-12,3.9083004,1.9401531,5.8584595,1.7950401,12.168509,-54.98,-2.91
2004-01-11,-1.94047,-1.78675,0.833333,0.833333,301.35095,6158.0,0.34040000000000004,0.3673,3.0,0.3669,0.14750000000000002,0.1221,-9999.0,-9999.0,0.492,0.494,301.14,295.48,0.0,-9999.0,0.55,33.0,99.0,0.04,2.8000000000000003,0.17435811,0.047231782,0.13918847,296.7184,5.5165263e-05,299.80045,67.55416,180.87189,23.611458,187.8125,40.645836,86.33332,14.790627,0.1743857,0.0472441,0.047463138,297.70575,0.00046609528,303.03317,302.8447,0.375,-9e+33,0.17436221,0.047231387,0.0773591,296.60666,1.748465e-05,299.3335,300.99792,0.17432936,0.047218673,0.3710005,295.82028,2.7325004e-06,297.2552,300.14224,1.6112988e-05,5.6043905e-06,-0.1039191,0.5008557,0.000110077126,2.0126874,0.91500217,2.5962837e-10,3.140919e-11,-1.0799179e-05,0.2508564,1.2116974e-08,4.0509105,0.83722895,5.8552303,2.4897213,11.300617,-54.98,-2.91
2004-01-12,-2.83667,-2.98503,0.916667,0.833333,301.5257,6158.0,0.34040000000000004,0.3673,3.0,0.3669,0.14750000000000002,0.1221,-9999.0,-9999.0,0.492,0.494,301.14,295.48,0.0,-9999.0,0.55,33.0,99.0,0.04,2.8000000000000003,0.17429785,0.047210332,0.15866324,296.90186,1.1861402e-05,300.08966,65.23646,103.608315,23.581247,78.61667,39.2875,55.015625,14.790624,0.17432936,0.047221854,0.04962893,297.88593,5.7373196e-05,303.2999,303.43964,0.0,-9e+33,0.17429648,0.047209136,0.08566934,296.94147,5.463138e-06,299.83636,301.3515,0.17427301,0.047196425,0.41726825,295.9807,2.7325004e-06,297.34027,300.01382,1.7696677e-05,5.4132524e-06,-0.1192167,0.574008,1.3734347e-05,2.080931,1.1067127,3.131724e-10,2.9303303e-11,-1.4212623e-05,0.32948515,1.8863228e-10,4.330274,1.2248131,6.1311855,2.374218,11.616589,-54.98,-2.91
2004-01-13,1.87412,1.98734,0.708333,0.708333,300.41052,6158.0,0.34040000000000004,0.3673,3.0,0.3669,0.14750000000000002,0.1221,-9999.0,-9999.0,0.492,0.494,301.14,295.48,0.0,-9999.0,0.55,33.0,99.0,0.04,2.8000000000000003,0.17423664,0.04719047,0.100326546,296.70743,0.001091087,298.36273,68.10729,127.84792,23.31042,133.70001,40.81875,61.95834,14.569794,0.17427301,0.047205962,0.045104824,297.4535,0.0051685898,300.53424,301.3515,6.0,-9e+33,0.17423075,0.04719007,0.08295005,296.67758,0.0004180111,298.2738,300.32867,0.17420727,0.047180533,0.18094015,295.98535,4.371628e-06,297.1051,299.92407,1.8198985e-05,6.442271e-06,-0.04497129,0.4408984,0.0014535775,0.8727863,0.34241256,3.3120306e-10,4.1502857e-11,-2.022417e-06,0.19439138,2.1128876e-06,0.76175594,0.11724637,3.0264587,1.9435158,6.0793877,-54.98,-2.91
2004-01-14,-1.52992,-1.4243,0.75,0.75,300.61404,6158.0,0.34040000000000004,0.3673,3.0,0.3669,0.14750000000000002,0.1221,-9999.0,-9999.0,0.492,0.494,301.14,295.48,0.0,-9999.0,0.76,2.0,0.0,0.02,4.5,0.1741783,0.047170598,0.12798382,296.82245,1.7780889e-05,299.42664,80.643745,151.67084,23.137499,135.57083,48.261456,75.632286,14.466666,0.17420727,0.04718689,0.04199252,297.65924,4.31668e-05,302.1068,302.66907,2.0,-9e+33,0.1741744,0.047170997,0.07622807,296.64038,1.6391277e-05,298.77045,300.09427,0.17414623,0.047158286,0.322952,296.2713,1.3113022e-05,297.30777,299.1527,1.8519233e-05,8.956518e-06,-0.09550468,0.49021146,6.5533422e-06,1.7523135,1.276332,3.42962e-10,8.021923e-11,-9.121144e-06,0.24030727,4.2946296e-11,3.0706027,1.6290236,4.91164,1.8221893,9.195539,-54.98,-2.91
2004-01-15,-1.53779,-1.55511,1.0,1.0,301.19272,6158.0,0.34040000000000004,0.3673,3.0,0.3669,0.14750000000000002,0.1221,-9999.0,-9999.0,0.492,0.494,301.14,295.48,0.0,-9999.0,0.76,2.0,0.0,0.02,4.5,0.17418964,0.047158945,0.16972749,297.22296,2.5977692e-05,300.31097,69.523964,148.00313,23.235418,137.57083,41.832294,73.197914,14.505208,0.17423075,0.04716464,0.08237252,298.09982,0.0001404304,303.60773,303.2903,3.0,-9e+33,0.1741885,0.047159877,0.10366947,297.1728,1.7758459e-05,299.9444,301.1221,0.17414623,0.04715193,0.3806583,296.5584,1.6938895e-05,297.7217,299.32214,2.590437e-05,3.8911035e-06,-0.09942387,0.461789,2.808806e-05,1.9243305,1.3242791,6.7103634e-10,1.5140686e-11,-9.885107e-06,0.2132491,7.889391e-10,3.7030478,1.7537152,6.0227985,2.0831661,11.976929,-54.98,-2.91
2004-01-16,-0.468587,-0.232171,0.875,0.875,301.21344,6158.0,0.34040000000000004,0.3673,3.0,0.3669,0.14750000000000002,0.1221,-9999.0,-9999.0,0.492,0.494,301.14,295.48,0.0,-9999.0,0.76,2.0,0.0,0.02,4.5,0.17428434,0.047160536,0.1637027,296.90552,0.00011058152,299.45914,80.30416,177.9552,23.279167,184.81042,47.852085,84.75208,14.530209,0.17432936,0.047167823,0.04986959,297.7813,0.0006655399,302.30185,302.9731,0.25,-9e+33,0.1742871,0.047161467,0.11124172,296.95947,2.2402965e-05,299.15714,300.89233,0.17424484,0.047155105,0.41827893,296.12253,1.8032268e-05,297.14908,299.88306,2.6696269e-05,3.9455567e-06,-0.11193241,0.5113738,0.00019343442,1.582752,1.1011692,7.1269074e-10,1.5567417e-11,-1.2528865e-05,0.2615032,3.741687e-08,2.5051038,1.2125738,4.8306293,1.7902222,9.42308,-54.98,-2.91
2004-01-17,2.61629,2.67091,1.0,1.0,300.20224,6158.0,0.34040000000000004,0.3673,3.0,0.3669,0.14750000000000002,0.1221,2.0,36.0,0.492,0.494,301.14,295.48,0.0,-9999.0,0.76,2.0,0.0,0.02,4.5,0.17437786,0.04716173,0.105239674,296.26675,7.95493e-05,298.23282,84.55625,83.89166,23.26354,88.12083,50.063538,41.961456,14.536457,0.17442796,0.047167823,0.048987217,297.0327,0.0006016083,299.5591,301.01416,128.75,-9e+33,0.17437395,0.047161467,0.08138588,296.30792,2.4588779e-05,298.32733,300.25674,0.17432936,0.047155105,0.25393537,295.60522,1.9123778e-05,296.63666,299.36548,2.8583265e-05,3.7741481e-06,-0.05551247,0.4151301,0.00013118314,0.7828414,0.48181987,8.170031e-10,1.42441935e-11,-3.0816343e-06,0.17233302,1.7209016e-08,0.6128406,0.23215039,3.5418358,1.7505875,4.8073215,-54.98,-2.91
2004-01-18,-0.026156,0.128022,0.958333,0.958333,300.3751,4110.0,0.25670000000000004,0.3673,3.0,0.3588,0.1847,0.14170000000000002,-9999.0,-9999.0,0.492,0.494,299.56,294.38,2.0,-9999.0,0.3,49.0,10.0,0.05,1.1,0.17446983,0.04716213,0.13157141,296.44113,3.0462397e-05,298.9918,57.104168,74.28333,23.304167,43.759373,34.31458,41.65729,14.554166,0.17451717,0.047170997,0.04038823,297.2931,0.00013660453,301.57626,303.07214,2.25,-9e+33,0.17447257,0.047161467,0.08223615,296.33002,2.5134534e-05,298.50418,299.62738,0.17442796,0.047155105,0.31624603,295.7424,2.1856278e-05,297.1328,298.73804,2.6317095e-05,4.1012504e-06,-0.094950415,0.49940652,2.2598033e-05,1.4609728,1.504666,6.925895e-10,1.6820254e-11,-9.015581e-06,0.24940687,5.106711e-10,2.1344416,2.2640197,4.709505,2.399807,8.653252,-54.98,-2.91
2004-01-19,-1.24428,-0.941436,0.916667,0.916667,301.15775,4110.0,0.25670000000000004,0.3906,3.0,0.3588,0.1847,0.14170000000000002,-9999.0,-9999.0,0.492,0.494,299.56,294.38,2.0,-9999.0,0.3,49.0,10.0,0.05,1.1,0.17456551,0.047162656,0.15976551,296.6979,2.7798815e-05,299.94,88.22083,182.76355,23.24896,186.21877,52.521877,87.677086,14.525001,0.17460169,0.047170997,0.05091235,297.26868,3.8795173e-05,302.60107,303.5116,1.5,-9e+33,0.17456882,0.047161467,0.080030255,296.78625,2.6773661e-05,299.5376,300.52173,0.17451717,0.047158286,0.39742318,295.7889,2.5134534e-05,297.06113,299.48538,2.6887325e-05,3.4093805e-06,-0.1230313,0.38600624,3.2066116e-06,1.7578579,1.4398938,7.229282e-10,1.16238755e-11,-1.5136701e-05,0.14900081,1.0282357e-11,3.0900643,2.0732942,6.1789436,2.1942883,11.063019,-54.98,-2.91
2004-01-20,1.56897,1.62682,0.791667,0.75,301.23413,4110.0,0.25670000000000004,0.3906,3.0,0.3588,0.1847,0.14170000000000002,-9999.0,-9999.0,0.492,0.494,299.56,294.38,2.0,-9999.0,0.3,49.0,10.0,0.05,1.1,0.17465723,0.04716253,0.141135,296.79166,2.8846087e-05,299.89053,87.435425,139.06563,23.276041,146.66978,52.351048,67.38334,14.533334,0.17470029,0.047170997,0.04030799,297.71738,6.775558e-05,302.12402,302.9499,3.25,-9e+33,0.17465803,0.047163054,0.0843538,296.7299,2.6773661e-05,299.8894,301.0641,0.17461577,0.047155105,0.37239623,296.22015,2.6227906e-05,298.08115,299.8699,2.7867634e-05,4.557414e-06,-0.10324821,0.41368985,8.250692e-06,1.3598057,1.1022502,7.76605e-10,2.0770023e-11,-1.0660194e-05,0.17113928,6.807392e-11,1.8490715,1.2149554,5.912277,3.3350754,9.128201,-54.98,-2.91
2004-01-21,-1.63871,-1.76537,0.958333,0.958333,301.5203,4110.0,0.25670000000000004,0.3906,3.0,0.3588,0.1847,0.14170000000000002,-9999.0,-9999.0,0.492,0.494,299.56,294.38,2.0,-9999.0,0.3,49.0,10.0,0.05,1.1,0.17475116,0.047162917,0.17092668,297.18893,2.6683012e-05,300.407,97.287506,184.94792,23.119791,193.76979,57.900005,87.8552,14.446874,0.1747989,0.047170997,0.05716909,297.8522,2.7867034e-05,303.4911,304.3696,0.875,-9e+33,0.1747496,0.047161467,0.10492884,297.12744,2.6773661e-05,299.87457,300.8745,0.17470029,0.047158286,0.41725218,296.4329,2.6227906e-05,298.00085,299.68655,2.7029517e-05,3.4292905e-06,-0.12963676,0.4432281,5.387253e-07,1.8881072,1.6472342,7.3059475e-10,1.1760033e-11,-1.680569e-05,0.19645114,2.9022496e-13,3.5649488,2.7133806,6.2870235,2.8194122,12.150431,-54.98,-2.91
2004-01-22,-1.18829,-1.14391,0.958333,0.958333,301.5826,4110.0,0.25670000000000004,0.3906,3.0,0.3588,0.1847,0.14170000000000002,-9999.0,-9999.0,0.492,0.494,299.56,294.38,2.0,-9999.0,0.46,33.0,34.0,0.06,1.9000000000000001,0.17484523,0.047164902,0.17326093,297.0076,3.5038993e-05,300.26685,68.191666,132.2052,23.192709,113.82604,41.422916,66.63333,14.473958,0.17489281,0.047174178,0.056639694,297.9022,0.00016829744,303.55707,302.94293,0.0,-9e+33,0.1748482,0.04716464,0.10810533,297.01468,2.7321279e-05,300.0763,301.56232,0.1747989,0.047158286,0.395498,295.75287,2.5682151e-05,297.66147,300.19794,2.765525e-05,4.6704376e-06,-0.111175604,0.52102757,2.9095374e-05,1.7551813,0.9309486,7.648128e-10,2.1812989e-11,-1.2360016e-05,0.2714697,8.465408e-10,3.0806615,0.86666536,6.3149185,3.3418007,12.221058,-54.98,-2.91
2004-01-23,-1.64488,-1.52084,0.875,0.875,301.17722,4110.0,0.25670000000000004,0.3906,3.0,0.3588,0.1847,0.14170000000000002,-9999.0,-9999.0,0.492,0.494,299.56,294.38,2.0,-9999.0,0.46,33.0,34.0,0.06,1.9000000000000001,0.17493881,0.047164515,0.14756155,296.66248,2.8868826e-05,299.85513,85.592705,151.8625,23.11458,145.07707,51.452084,74.67917,14.443749,0.17498203,0.047170997,0.038928322,297.27563,5.3549185e-05,302.86108,303.2261,0.875,-9e+33,0.17493743,0.04716464,0.08970412,296.72058,2.6227906e-05,299.97162,300.83856,0.17489281,0.047155105,0.363717,295.70868,2.5134534e-05,297.17776,299.65405,2.8140392e-05,4.3493606e-06,-0.110008456,0.40972906,7.057115e-06,1.8228278,1.2197434,7.918816e-10,1.8916936e-11,-1.210186e-05,0.1678779,4.9802874e-11,3.3227015,1.4877738,6.0656033,2.5364132,11.6703,-54.98,-2.91
2004-01-24,-0.371473,-0.371473,0.875,0.875,300.94125,4110.0,0.25670000000000004,0.3906,3.0,0.3588,0.1847,0.14170000000000002,-9999.0,-9999.0,0.492,0.494,299.56,294.38,2.0,-9999.0,0.46,33.0,34.0,0.06,1.9000000000000001,0.17503192,0.04716517,0.15194726,296.36765,3.273917e-05,299.2284,109.93439,140.9375,23.16979,155.75833,65.26563,67.54791,14.468751,0.17507593,0.047174178,0.05497123,297.24774,7.048808e-05,301.77988,302.8617,7.5,-9e+33,0.17503367,0.04716464,0.09793413,296.23993,2.6500784e-05,298.70496,300.7639,0.17499141,0.047155105,0.32008028,295.5878,2.4588779e-05,297.07162,299.42426,2.70699e-05,4.557087e-06,-0.09528937,0.48626223,1.3296741e-05,1.7189256,1.1791178,7.3277945e-10,2.0767043e-11,-9.080066e-06,0.23645097,1.7680331e-10,2.954705,1.3903189,5.30538,2.546587,9.195375,-54.98,-2.91
2004-01-25,0.014285,0.0155858,0.75,0.75,301.31442,4110.0,0.25670000000000004,0.3906,3.0,0.3588,0.1847,0.14170000000000002,-9999.0,4.0,0.492,0.494,299.56,294.38,2.0,-9999.0,0.46,33.0,34.0,0.06,1.9000000000000001,0.1751268,0.047163714,0.19101512,296.45837,2.4816254e-05,300.10226,96.99688,126.44479,23.088541,85.39896,58.487503,67.81875,14.431251,0.17517453,0.047170997,0.05569315,297.2059,2.6773661e-05,302.7942,304.20404,0.75,-9e+33,0.17512758,0.047163054,0.10145555,296.5747,2.4588779e-05,299.76752,300.83392,0.17507593,0.047158286,0.4488086,295.15652,2.4588779e-05,297.62036,299.26953,2.7368376e-05,3.3673605e-06,-0.14342253,0.46861464,4.7076713e-07,1.7731651,1.6772275,7.49028e-10,1.1339117e-11,-2.0570022e-05,0.21959968,2.216217e-13,3.1441145,2.813092,6.9326305,4.2432213,11.635572,-54.98,-2.91
2004-01-26,-0.172896,-0.163922,0.916667,0.916667,301.0258,4110.0,0.25670000000000004,0.3906,3.0,0.3588,0.1847,0.14170000000000002,-9999.0,-9999.0,0.49,0.494,298.3,286.5,2.0,2.0,0.54,33.0,107.0,0.04,2.8000000000000003,0.17522089,0.047164112,0.18153572,296.1382,2.4884552e-05,300.1725,72.8802,176.97188,23.249998,181.55104,44.46979,84.61771,14.510418,0.17527314,0.047177352,0.04656473,296.76184,2.7321279e-05,302.168,302.9646,0.0,-9e+33,0.17522384,0.04716464,0.1046882,296.22772,2.4588779e-05,300.07343,300.77277,0.17517453,0.047155105,0.45046103,295.2809,2.4041161e-05,298.3431,299.47766,2.9457271e-05,5.163263e-06,-0.13407373,0.29612097,8.4935044e-07,1.2646748,1.194298,8.677308e-10,2.6659284e-11,-1.7975764e-05,0.087687634,7.213962e-13,1.5994024,1.4263477,7.627884,5.394245,10.949991,-54.98,-2.91
2004-01-27,1.44393,1.41455,0.958333,0.958333,301.45786,4110.0,0.25670000000000004,0.3906,3.0,0.3588,0.1847,0.14170000000000002,-9999.0,-9999.0,0.49,0.494,298.3,286.5,2.0,2.0,0.54,33.0,107.0,0.04,2.8000000000000003,0.17531323,0.047164634,0.15358365,296.26447,2.3836581e-05,300.97134,71.30312,85.52292,23.248955,48.162506,43.327084,48.138535,14.498959,0.17536235,0.047170997,0.042489845,296.87808,2.4588779e-05,304.21384,304.21872,0.75,-9e+33,0.1753107,0.04716464,0.080944695,296.20038,2.4041161e-05,300.34973,300.87723,0.17527314,0.047158286,0.41166925,295.25882,2.3495406e-05,298.32877,299.43124,2.7210348e-05,4.1023673e-06,-0.13010098,0.46433622,3.078077e-07,2.054237,1.6629766,7.40403e-10,1.6829418e-11,-1.6926264e-05,0.21560812,9.474558e-14,4.2198896,2.7654912,9.120539,5.402754,15.737431,-54.98,-2.91
2004-01-28,1.53331,1.53331,0.958333,0.958333,301.4482,4110.0,0.25670000000000004,0.3906,3.0,0.3588,0.1847,0.14170000000000002,-9999.0,-9999.0,0.49,0.494,298.3,286.5,2.0,2.0,0.54,33.0,107.0,0.04,2.8000000000000003,0.17540951,0.04716583,0.16454026,296.5294,2.6933383e-05,300.51617,89.850006,165.51042,23.18646,164.42293,54.091663,80.6052,14.481251,0.17544687,0.047174178,0.056350924,297.0327,6.0105696e-05,302.44238,303.18124,0.5,-9e+33,0.1754093,0.04716464,0.10879518,296.4701,2.3495406e-05,300.3617,301.25867,0.17537174,0.047158286,0.4061505,295.9842,2.2402033e-05,298.42722,300.232,2.5878806e-05,4.1848753e-06,-0.115248,0.28813714,7.77334e-06,1.2434039,1.0039511,6.6971256e-10,1.751318e-11,-1.32821015e-05,0.08302301,6.0424825e-11,1.5460534,1.0079176,7.6827602,4.391823,11.111391,-54.98,-2.91
2004-01-29,3.56575,3.56512,1.0,1.0,300.56763,4110.0,0.25670000000000004,0.3906,3.0,0.3588,0.1847,0.14170000000000002,-9999.0,-9999.0,0.49,0.494,298.3,286.5,2.0,2.0,0.54,33.0,107.0,0.04,2.8000000000000003,0.17550282,0.047165707,0.12537219,296.29922,3.424186e-05,298.32663,91.95521,60.179165,23.356249,64.70417,55.679165,30.987501,14.591667,0.17554548,0.047174178,0.050495263,297.1094,0.00019889697,299.91473,301.43274,2.75,-9e+33,0.17550792,0.04716464,0.08213187,296.2963,2.431497e-05,298.30008,300.4606,0.17544687,0.047158286,0.29367366,295.75403,2.2402033e-05,296.98465,299.7407,2.9632383e-05,3.744926e-06,-0.07345948,0.38397065,3.5125315e-05,0.7611216,0.6135174,8.780781e-10,1.4024472e-11,-5.3962963e-06,0.14743346,1.2337876e-09,0.57930607,0.37640357,3.6645088,2.1163101,5.3989525,-54.98,-2.91
2004-01-30,-0.217986,-0.219008,1.0,1.0,300.13626,4110.0,0.25670000000000004,0.3906,3.0,0.3588,0.1847,0.14170000000000002,-9999.0,-9999.0,0.49,0.494,298.3,286.5,2.0,2.0,0.63,33.0,107.0,0.04,3.3000000000000003,0.17559631,0.047166765,0.15630293,296.28802,6.342974e-05,298.69156,91.012505,153.99998,23.223959,140.80106,55.528122,77.35833,14.522916,0.17564408,0.047177352,0.07120665,297.7627,0.00038030744,301.5638,301.29657,21.125,-9e+33,0.17559949,0.047167823,0.11192354,296.26202,2.704747e-05,298.05106,299.7999,0.17554548,0.047158286,0.36005923,295.6006,2.2402033e-05,296.80682,299.28036,2.760225e-05,4.462224e-06,-0.0924253,0.47703815,9.1069116e-05,1.6238452,0.75281954,7.6188417e-10,1.991144e-11,-8.542437e-06,0.2275654,8.293584e-09,2.6368732,0.56673723,4.385395,2.0563183,7.767187,-54.98,-2.91
2004-01-31,0.269656,0.269168,1.0,1.0,300.2993,4110.0,0.25670000000000004,0.3906,3.0,0.3588,0.1847,0.14170000000000002,-9999.0,-9999.0,0.49,0.494,298.3,286.5,2.0,2.0,0.63,33.0,107.0,0.04,3.3000000000000003,0.17569101,0.04716703,0.1820665,296.11942,0.00012160061,299.05643,53.097916,95.296875,23.427084,76.70521,32.766666,50.12708,14.621875,0.17573799,0.047174178,0.07149542,296.91296,0.0016786028,302.65366,302.9909,0.125,-9e+33,0.17568634,0.047167823,0.1189343,296.14343,2.3768283e-05,298.7671,299.86334,0.17564408,0.047161467,0.4072254,295.3611,2.294965e-05,296.7122,298.66296,2.7480346e-05,3.8092494e-06,-0.11352287,0.49272004,0.00034037436,1.7317827,1.3717709,7.551694e-10,1.4510382e-11,-1.28874435e-05,0.24277304,1.158547e-07,2.9990714,1.8817552,5.3877335,2.2830868,11.822996,-54.98,-2.91
2004-02-01,-0.450256,-0.450256,1.0,1.0,300.47565,4110.0,0.25670000000000004,0.3906,3.0,0.3588,0.1847,0.14170000000000002,-9999.0,-9999.0,0.49,0.494,298.3,286.5,2.0,2.0,0.63,33.0,107.0,0.04,3.3000000000000003,0.17578362,0.047167156,0.17710857,296.43332,2.6705675e-05,299.42294,48.820835,140.55312,23.402082,132.46355,29.995834,70.09583,14.6125,0.1758272,0.047174178,0.077864446,297.23148,5.5734068e-05,302.36304,302.47952,2.25,-9e+33,0.17578495,0.047167823,0.12347446,296.42532,2.3495406e-05,299.13275,300.29425,0.17573799,0.047158286,0.41446072,295.92142,2.3495406e-05,297.52667,298.97476,2.8737475e-05,3.8898766e-06,-0.107297964,0.3672338,8.19983e-06,1.5727617,1.2086447,8.2584245e-10,1.5131141e-11,-1.1512854e-05,0.13486066,6.723721e-11,2.4735792,1.4608222,5.582468,2.8128624,10.569588,-54.98,-2.91
2004-02-02,0.119542,0.1193,1.0,1.0,300.46548,4110.0,0.25670000000000004,0.3906,3.0,0.3588,0.1847,0.14170000000000002,-9999.0,-9999.0,0.49,0.494,298.3,286.5,2.0,2.0,0.63,33.0,107.0,0.04,3.3000000000000003,0.1758761,0.04716849,0.17658448,296.23734,5.334383e-05,299.3123,62.444798,123.80521,23.340624,109.028114,37.82604,62.913544,14.573958,0.1759258,0.047177352,0.088468805,296.71536,0.0006737355,302.1508,302.40833,0.5,-9e+33,0.17587885,0.047167823,0.11719365,296.28177,2.3495406e-05,298.90283,300.19833,0.1758272,0.047158286,0.35524637,295.71567,2.294965e-05,297.5181,299.0506,2.8105245e-05,4.4919293e-06,-0.09165056,0.3083166,0.0001296423,1.5590975,1.119737,7.8990486e-10,2.0177431e-11,-8.399826e-06,0.09505913,1.6807126e-08,2.430785,1.253811,5.696434,3.1408367,10.991604,-54.98,-2.91
